	Treatment	Unassigned	o__Bacteroidales	g__Bacteroides	f__Rikenellaceae	f__S24-7	g__Lactobacillus	g__Turicibacter	o__Clostridiales	f__Clostridiaceae	g__Alkaliphilus	g__Clostridium	g__Dehalobacterium	f__Lachnospiraceae	g__Anaerostipes	g__Coprococcus	g__Dorea	g__Roseburia	g__Ruminococcus	f__Peptococcaceae	g__rc4-4	f__Peptostreptococcaceae	f__Ruminococcaceae	g__Oscillospira	g__Ruminococcus	f__Mogibacteriaceae	f__Erysipelotrichaceae	g__Allobaculum	g__Sutterella	g__Anaeroplasma	g__Akkermansia
47	2	0.693025430087979	0	0	0	36.303105518675	0.00464153533147746	0.107418389099907	32.9406447092576	0.158143739508196	0	0	0.0992404458968275	2.36685148081554	0.0303910051465786	0.0784640496511665	0.0026523059037014	0.0374638208897823	0.373533081437948	0	0	0	3.69267289442828	16.2069152245674	3.61155653887341	0.048294069996563	0.00254179315771384	0.0141456314864075	0	0.516868112983811	2.71143022280475
70471	0	2.34914646671455	0	0.00805536722405333	0	76.0470299189764	1.50736059180098	0.000335640301002222	8.54775154562358	0.221858238962469	0	0.000671280602004444	0	0.899516006685955	0.0107404896320711	0.0620934556854111	0.00134256120400889	0	0.147010451838973	0	0	0	2.5072330484866	3.63632702105807	4.04446562707677	0	0	0	0	0.00704844632104666	0.00201384180601333
702	0	0.439904198641185	0	0	0	72.509653453248	0.0354367271127621	0.0109976049660296	9.24898577643092	0.0403245515421086	0	0	0.106310181338286	6.81729312283103	0	0.00244391221467325	0.0439904198641185	0	0.907913387751112	0	0	0	1.77183635563811	5.55256855173762	2.40114375091647	0.0305489026834156	0.0720954103328608	0	0	0	0.00855369275135637
701	0	2.71107163519911	0.36343190540992	0.00081486974307157	0	62.3856126598163	0.259943448039831	0.00325947897228628	15.7669146586918	0.414768699223429	0	0.00081486974307157	0.173567255274244	5.55333729903275	0	0.0268907015213618	0	0	1.17911651822456	0	0	0	2.52528133377879	4.33592190288382	4.07597845484399	0	0.216755351657038	0	0	0.00651895794457256	0
703	0	0.530014433428767	0	0	0	60.5186569812839	0.0828147552232449	0.00709840759056385	12.3701582944893	0.29576698294016	0	0.00473227172704257	0.201121548399309	7.50301682322599	0.00236613586352128	0.0260274944987341	0.0993777062678939	0.177460189764096	1.18070179589712	0	0	0	3.2132125026619	7.59529612190332	5.86328466980574	0.0544211248609895	0.25790880912382	0	0	0.00236613586352128	0.0141968151811277
70715	0	2.09017478506036	0.196940913081243	10.1243421755468	0	59.9750107992364	0.190438147083277	0.0125410487103622	7.04388902565341	0.458445002856572	0	0	0.00278689971341381	3.20354122056917	0	0.435685321863693	0.000928966571137938	0	0.0850004412591213	0	0	0	5.33087466847505	6.63189235135374	4.16595058826808	0.000928966571137938	0.000464483285568969	0.0074317325691035	0.00325138299898278	0	0.0394810792733623
707	0	0.87609004258771	0	0	0	56.0352869600487	0.0425877104035693	0.0141959034678564	20.5921719732306	0.081119448387751	0	0.00202798620969377	0.103427296694382	6.93165686473332	0.0831474345974447	0.0669235449198945	0	0	1.30602311904279	0	0	0	1.45812208476983	9.06307037112148	3.02169945244372	0.00405597241938755	0.318393834921923	0	0	0	0
706	0	0.89273001680098	0	0	0	53.871344363129	0.0811572742546345	0.00854287097417205	18.8854401002364	0.0697667796224051	0	0.00284762365805735	0.158043113022183	7.88934134464789	0.00996668280320073	0.048409602186975	0.00284762365805735	0.0270524247515448	1.5690406355896	0	0	0	2.19836546402027	9.49112965230515	4.59464077227554	0.00996668280320073	0.175128854970527	0	0	0.0142381182902868	0
70473	0	2.00907886449035	0	0.00434395430160075	0	47.2709107100193	0.675484893898916	0	30.192654373276	0	0	0	0	2.43478638604722	0.0456115201668078	0.0325796572620056	0	0	0.564714059208097	0	0	0	4.98468756108685	5.61673291196977	6.15972719966986	0.00217197715080037	0	0	0	0.00434395430160075	0.00217197715080037
766	0	0.916963077446406	0.000739486352779359	0	0	39.72594635766	0.156031620436445	0.00147897270555872	10.3025238669221	0	0	0.0118317816444698	0.0939147668029787	2.1208468597712	0.00147897270555872	0.00221845905833808	0	0	0.124973193619712	0	0	0	1.56179517707001	4.11006514874768	1.52038394131436	0	0.12645216632527	0.00517640446945552	0	0.0133107543500285	39.2038689925977
765	0	0.77500032838997	0	0	0	36.6338714550303	0.183898383007789	0.00525423951450827	12.7290520038356	0.0243008577546007	0.0604237544168451	0	0	2.49182308975555	0	0.00262711975725413	0	0	0.176017023736027	0	0	0	0.85315714116828	6.91326564121426	3.74298887414783	0.00525423951450827	0.0551695149023368	0	0	0.00853813921107594	35.3393581946433
761	0	0.63505728097477	0	0	0	34.5758559035825	0.0397324680484736	0.0105953248129263	2.22832924971857	0	0	0.00132441560161579	0.0629097410767499	0.778094165949275	0	0.000662207800807893	0.000662207800807893	0	0.14767233958016	0	0	0	2.94748692139593	1.68862989206013	1.59923183895106	0.00264883120323157	0.0721806502880604	0.00132441560161579	0	0.0456923382557446	55.1619098072975
767	0	0.74812426029078	0	0	0	32.369132545034	0.107495358154989	0.00760068188974668	14.4488962724084	0.0195446105736343	0	0	0.11183860494913	1.52556543644201	0.0184587988750991	0.0108581169853524	0.00651487019121144	0	0.224763021596795	0	0	0	1.49190527378742	3.18685733520093	2.80465161731652	0	0.167215001574427	0.0162871754780286	0	0.0108581169853524	42.7234329022661
762	0	0.576438199944762	0	0	0	32.2422287755811	0.0418741814488467	0.0035637601233061	7.13019306670468	0.0204916207090101	0	0	0.0445470015413263	1.21167844192407	0.00980034033909177	0.00534564018495915	0	0	0.120276904161581	0	0	0	3.65018130629627	4.11881576251103	0.867775590025035	0.00623658021578568	0.0463288816029793	0.0035637601233061	0	0.0124731604315714	49.8881870261313
763	0	0.681368341770156	0	0	0.00525476870259761	31.0854600549999	0.0350317913506507	0.0113853321889615	9.55404529610622	0.0306528174318194	0	0.000875794783766268	0.0586782505123399	1.95915293128514	0	0.000875794783766268	0	0	0.10334378448442	0	0	0	1.48272056891629	5.1925872729502	2.70883326618907	0.000875794783766268	0.0735667618363665	0	0	0.00700635827013014	47.0082850186544
492	0	2.17447466569635	0.000727735831893023	0	0	28.673155644501	0.0323842445192395	0.0189211316292186	7.92577094514691	0.121531883926135	0	0.00873282998271627	0.032020376603293	0.667697625761849	0	0.00181933957973256	0.0032748112435186	0.0196488674611116	0.0487583007368325	0	0	0	0.235422541617393	2.4924952242336	1.01082507049941	0.00582188665514418	0.0360229236787046	0	0	0.0258346220322023	56.4646593286637
497	0	1.98334433011752	0.0199725377605792	0	0	28.4305508497245	0.0310287640208998	0.0338819837009826	11.5876384257361	0.0463648198013446	0	0.0763236264422134	0.0631274854218307	1.63596483406745	0	0.000356652460010343	0.000356652460010343	0.0691905772420065	0.118051964263424	0	0	0	0.371275210870767	4.21812864454233	1.49758367958343	0.00356652460010343	0.036378550921055	0	0	0.18724254150543	49.5896713447581
491	0	1.5745563884301	0.000423495532122136	0	0	28.4203616651844	0.0855460974886715	0.112649811544488	10.7639859399483	0.0402320755516029	0	0.0643713208825647	0.0482784906619235	1.99635793842375	0	0	0.00127048659636641	0.120272731122687	0.211747766061068	0	0	0	0.418413585736671	3.52221234065981	0.958370389192394	0.0101638927709313	0.0838521153601829	0	0	0.332020497183755	51.2349129716681
496	0	1.7084340265713	0.0042945096645988	0	0	27.970141445532	0.0448971464935329	0.133129799602563	11.4421353863692	0.0499724760971496	0	0.0566094455788023	0.0441163265545149	1.6908655779434	0	0.00702737945116166	0	0.131568159724527	0.140937998992742	0	0	0	0.399779808777197	3.49143635731882	1.84273505608239	0.000390409969508981	0.0464587863715688	0	0	0.120636680578275	50.6744332223268
495	0	1.59328936373888	0.0194699311251186	0	0	26.1282419463441	0.0981609027558065	0.133450152920084	10.4066781863759	0.0498916985081165	0	0.0580041698102493	0.0494860749430099	2.1818491567086	0	0.00811247130213277	0.000811247130213277	0.0539479341591829	0.0872090664979273	0	0	0	1.76000064899771	3.49120202487284	1.28826044277868	0.0129799540834124	0.0709841238936617	0	0	0.588965416534839	51.9190050865195
498	0	1.95364063572522	0.0768915993452664	0	0	22.776413749406	0.0577512012249855	0.084811764084693	17.3949918158298	0.0792016473942658	0	0.0640213316436982	0.054121125719415	3.03705317070595	0	0.00957019906014045	0.000330006864142774	0.00693014414699826	0.236284914726226	0	0	0	2.24998679972544	6.00678494112678	1.33685780664238	0.00165003432071387	0.0640213316436982	0	0	0.154773219282961	44.3539125613813
493	0	1.54518172110321	0	0	0	22.6447140700372	0.201145192767979	0.196082041462606	15.3431896012078	0.0386640645137534	0	0.0690429723459881	0.0690429723459881	2.24481717420923	0	0.0230143241153294	0.000920572964613175	0.0750266966159738	0.152354825643481	0	0	0	0.424844423168981	3.7941414736532	0.828975954634164	0.0110468755753581	0.0566152373237103	0	0	0.269267592149354	52.0119122141621
70472	0	1.59900759101824	0	54.3907268940558	0	22.6154301387324	1.75890835012007	0.000569041847337453	8.75243265389736	0.000569041847337453	0	0.00170712554201236	0	0.655536208132746	0.00682850216804944	0.06031843581777	0.00170712554201236	0	0.114946453162166	0	0.202578897652133	0	1.88466659838165	2.82984510680915	4.98309945713408	0	0	0	0	0.138846210750339	0.00227616738934981
70675	0	1.21831012443652	0	0.00502266477479627	0	22.548625673351	0.00156958274212383	0.000627833096849534	0.174537600924171	0	0	0	0.0065922475169201	0.376385941561295	0	0.00878966335589347	0	0	0.00878966335589347	0	0	0	0.0976280465601025	0.495360313414282	0.637564509850701	0	0.0106731626464421	0	0	0	74.409522972413
70674	0	1.44176289661127	0.383121087848047	48.983852255558	0	18.853537124973	0.00573332613857112	0.00134901791495791	2.3543735160803	0	0	0	0.000337254478739478	0.466422944096698	0	0.0313646665227714	0	0	0.0448548456723505	0	0	0	0.217529138786963	1.1891592920354	0.930485106842219	0	0.00236078135117634	0.00168627239369739	0.415497517807037	0	24.6765729548888
70673	0	1.3893783432656	0.333208851205285	48.0780660737109	0	18.2691549066121	0.00394485617054402	0.00315588493643522	2.50235376418176	0	0	0	0.000262990411369601	0.524402880270985	0	0.0339257630666786	0	0	0.0481272452806371	0	0	0	0.217493070202661	1.23526596220302	1.00251944814092	0	0.00210392329095681	0.00236691370232641	0.475486663756239	0	25.8787824595915
494	0	1.30395325510675	0	0	0	14.7383336782945	0.0398032129153465	0.0143291566495247	7.57853173908198	0.106672610613129	0	0.0445795984651881	0.0127370281329109	0.616153735929564	0	0.0382110843987327	0.00159212851661386	0.00159212851661386	0.0636851406645544	0	0	0	0.163989237211228	1.01896225063287	0.469677912401089	0	0.0350268273655049	0	0	0.0429874699485742	73.7091818051553
70713	0	1.97693076201144	0.0756864763404075	52.4113711362054	0	4.38073325058279	0.115043444037419	0.102933607822954	21.0559777179014	0.0030274590536163	0	0	0	7.17507795707063	0	1.00814386485423	0	0	0.336047954951409	0	0	0	3.04865126699162	3.8812025067361	4.32018406951046	0.0181647543216978	0.0030274590536163	0.0030274590536163	0.0151372952680815	0	0.0696315582331749
70735	1	1.95610015483023	0.0672494956287828	11.7475485212931	0	65.6773431757401	0.159131073958806	0.126288297023819	13.6453918456077	0.0101656214322579	0	0	0.000390985439702225	2.58050390203469	0.0402715002893292	0.0907086220109163	0.000390985439702225	0	0.0922725637697252	0.000390985439702225	0	0	0.355405764689323	3.02309941977761	0.354232808370216	0	0.0531740197995027	0.0175943447866001	0	0	0.00234591263821335
465	1	1.19515280644517	0	0	0	65.4704041547373	0.382848392036753	0.0432785138824156	7.0244357147613	0	0	0	0	13.849124442373	0	0.319595179439377	0.0199746987149611	0	0.699114455023637	0	0	0.0466076303349091	1.50808975297956	8.49923430321593	0.545975098208935	0.00665823290498702	0.362873693321792	0.0233038151674546	0	0	0.00332911645249351
463	1	0.730760543113617	0	0	0	62.4605757405905	0.167317811817657	0.249303539608309	11.4625249930981	0	0	0.129671304158684	0.052705110722562	9.44425388804766	0	0.0798942551429312	0.002928061706809	0	0.326269733044431	0	0	0.394870035889671	6.33256088276878	7.76856600269382	0.181539825822158	0.0129671304158684	0.18070323676307	0.0154768975931333	0	0.00125488358863243	0.005856123413618
70733	1	2.1925953941839	0.0220625315179022	1.97091948226593	0	61.3516977643301	0.0168095478231636	0.172297865187426	18.8666162380232	0	0	0	0	3.94814254496554	0	0.377164229282232	0	0	0.108211464111615	0.0766935619431837	0	0	1.20923684652883	9.46377542444108	0.20276517061691	0	0.0178601445621113	0.00105059673894772	0	0	0.00210119347789544
723	1	0.418587207684584	0	0	0	58.2465309282716	0.119769172140965	0.0810559043782286	18.5303475725572	0	0.102832117494768	0.0362936885275651	0.002419579235171	5.42711622448856	0	0.00725873770551301	0.0012097896175855	0	1.96348854934127	0	0	0	1.57151671324357	8.98268791057235	3.80357855768882	0.00483915847034201	0.116139803288208	0	0	0.584328385293797	0
464	1	1.3243616827061	0	0	0	56.1860052682367	0.948282606994758	0.315050987142373	8.59192029835955	0.0187778734058368	0	0.00312964556763947	0.00782411391909866	12.607255561641	0	0.129880291057038	0.00678089872988551	0.155960670787367	0.405289101009311	0	0	0.832485720992098	2.28724930234984	6.07151240122056	9.6826017786819	0.00104321518921316	0.364603708629998	0.056855227812117	0	0.00208643037842631	0.00104321518921316
461	1	1.50087606201858	0	0	0	54.7648958092279	0.356485613849494	0.00881571842595348	14.9145426295084	0.00110196480324418	0	0.000550982401622092	0.103584691504953	9.82236327371704	0	0.101931744300087	0.0104686656308198	0	0.198904646985575	0	0	0.00165294720486628	4.25027824611282	8.87191863091893	3.78910597595513	0.00330589440973255	0.137194618003901	0.000550982401622092	0	1.16091992021775	0.000550982401622092
728	1	0.339266831159676	0	0	0	53.7848078956644	0.0903242862178357	0.0220303137116673	16.1526260133944	0	0	0.0440606274233345	0.0440606274233345	6.65095170955234	0	0.0704970038773352	0.00220303137116673	0	1.34605216778287	0	0	0	5.61993302784631	11.6760662671836	3.52044413112443	0	0.125572788156503	0	0	0.502291152626013	0.0088121254846669
462	1	1.77179046015302	0.000915181022806311	0	0	53.5920855145148	0.197679100926163	0.205000549108614	17.1568986345499	0	0	0.0228795255701578	0.0228795255701578	10.1118351209869	0	0.14642896364901	0.00366072409122524	0	0.940806091444888	0	0	0.401764469011971	4.14851557638101	9.21495771863675	1.6390892118461	0.0585715854596039	0.124464619101658	0.0237947065929641	0	0.215067540359483	0.000915181022806311
447	1	1.34495062085553	0.00964325624400842	0	0	53.2035464492963	1.00857115304982	0.0266607672628468	27.6801161728753	1.20313802903187	0	0.000567250367294613	0.0402747760779175	2.93665515148421	0	0.0867893061960758	0.00170175110188384	0	0.294970190993199	0	0	0	3.03705846649535	6.77977638990521	1.948505011657	0.00850875550941919	0.239379654998327	0	0	0.108344820153271	0.0408420264452121
726	1	0.313287186977414	0	0	0	52.8841472449779	0.198979699837006	0.122774708410068	16.2634152536992	0.048686522300544	0	0.0444529116657141	0.0211680531741496	8.23860629537901	0	0.196862894519591	0	0	0.728181029190745	0	0	0	1.98768019305264	10.2241696831142	7.99517368387629	0	0.544018966575644	0	0	0.188395673249931	0
445	1	1.04446433900328	0	0	0	51.8203521336914	0.452601213568089	0.0223813786929275	29.9164428528798	0.198945588381578	0	0.00248681985476972	0.0522232169501641	5.25962399283796	0	0.494877151099174	0.00497363970953944	0.00248681985476972	0.228787426638814	0	0	0.00248681985476972	2.14115189495673	5.67740972843927	2.10136277728041	0.0124340992738486	0.0969859743360191	0	0	0.465035312841938	0.00248681985476972
721	1	0.300779929351691	0	0	0	51.4333679191392	0.408034787880201	0	24.2757382515126	0	0	0.0361402240693892	0.0174872051948658	11.7140958532007	0	0.0431351061473355	0	0	1.28122923394383	0	0	0	2.72217494200077	4.58397938841414	2.88538885715285	0	0.194690884502839	0	0	0.103757417489537	0
742	1	0.269834798982781	0	0	1.55688855240425	49.6651330732048	0.454254265913459	0.00582377263991614	23.1262011531069	0.0737677867722711	0	0.0330013782928581	0.00776503018655485	9.63640246151457	0.00388251509327743	0.0757090443189098	0.0174713179197484	0	0.199949527303787	0	0	0	1.55688855240424	9.91011977559063	3.10989458971522	0.00194125754663871	0.161124376371013	0	0	0.00776503018655485	0.126181740531516
442	1	1.36132459312839	0	0	0	49.625904159132	2.77859403254973	0.0169529837251356	25.5170660036166	0.240732368896926	0	0.0627260397830018	0.0485985533453888	8.43976039783002	0.13618896925859	0.234516274864376	0.0135623869801085	0.00113019891500904	0.289896021699819	0	0	0	2.76277124773961	6.14263110307414	1.65913200723327	0.014127486437613	0.146360759493671	0.000565099457504521	0	0.50745931283906	0
722	1	0.361610116624549	0	0	0	48.4451822324667	0.421878469395308	0.1057339522294	27.1609376486883	0	0.001057339522294	0.0560389946815822	0.00211467904458801	8.32443405902069	0	0.0983325755733424	0.001057339522294	0	1.63041754337735	0	0	0	3.74932594605454	5.97079628239424	2.98909882952515	0.00211467904458801	0.178690379267687	0	0	0.49906425452277	0.00211467904458801
741	1	0.463303745399437	0	0	0.553150032474562	46.5652738688028	0.182940030309591	0.00541242693223642	32.279714223858	0	0.00108248538644728	0.00865988309157826	0	4.83870967741935	0	0.0443819008443386	0.0876813163022299	0	0.156960381034856	0	0	0	1.61182074042001	8.47586057588223	4.60705780471964	0.00757739770513098	0.0898462870751245	0	0	0	0.0205672223424984
727	1	0.568973330424128	0	0	0	45.225827025394	0.322250381833135	0.0134270992430473	18.8633960490761	0	0.0990248569174737	0.01846226145919	0	10.288514794985	0	0.347426192913848	0	0	1.64985481948943	0	0	0	5.15264933451939	9.6624762927779	7.35301522297377	0	0.417918463939847	0	0	0	0.0167838740538091
70734	1	2.96784019782749	0.102678628726913	11.6818331557849	0	45.002759488147	0.0791481096436624	0.0295201057589876	14.8768498196706	0.000855655239390945	0	0	0	4.23078733116852	0	0.24471739846581	0.00556175905604114	0	0.0949777315723948	0	0	0	6.95776057910746	13.510796229983	0.166852771681234	0.00385044857725925	0.038076658152897	0.00342262095756378	0	0	0.00171131047878189
743	1	0.420274627730879	0	0	0.525343284663599	44.0436940690555	0.357776892141589	0.000905764283902757	35.0150356871128	0	0	0.00181152856780551	0	7.41005760660846	0	0.00271729285170827	0.0797072569834426	0	0.960110140936923	0	0	0	2.28977210970617	7.18633382848448	1.59776819680446	0.0126806999746386	0.0951052498097895	0	0	0.000905764283902757	0
443	1	1.53642346970961	0	0	0	42.2915980346116	0.291584016149269	0.0252332321667636	30.5798736936546	0.312611709621572	0	0.000700923115743434	0.042055386944606	8.35149892408302	0.00771015427317778	0.735969271530606	0.00490646181020404	0	0.222192627690669	0	0	0	2.97261493386791	7.7508078138909	4.36394731861862	0.0112147698518949	0.130371699528279	0	0	0.36728371264956	0.00140184623148687
449	1	0.838983261827506	0.000829854858385268	0	0	41.9209480261902	2.35595794295578	0.0182568068844759	29.4772744247031	0.762636614856062	0	0.00414927429192634	0.129457357908102	7.16330713758164	0.0298747749018697	0.389201928582691	0.0141075325925496	0	0.684630258167847	0	0	0	3.75343352447657	7.97158576964889	4.03807374090272	0.0390031783441076	0.271362538691983	0	0	0.136926051633569	0
744	1	0.493872492770918	0.00275393583329508	0	0.27447560471841	40.3892229311057	0.208381144719328	0	23.7949235782806	0	0	0	0	12.3165190251067	0	0.00917978611098361	0.0312112727773443	0	0.152384449442328	0	0	0	1.86992243080736	15.5909487308946	4.53114242438151	0	0.0504888236104099	0	0	0.275393583329508	0.00917978611098361
748	1	0.46552405413415	0	0	0.477872172280944	38.6644275412427	0.0777931443248049	0	40.2486910994765	0	0	0.00246962362935889	0.0234614244789094	7.77437518522177	0	0.0444532253284599	0.011113306332115	0	0.218561691198261	0	0	0	0.969327274523362	9.46483255951793	1.46695643583918	0	0.0432184135137805	0	0	0.0395139780697422	0.00740887088807666
745	1	0.272298359919119	0	0	2.48034149629297	38.571107616266	0.377443271175017	0.0206695124691081	28.3414962929679	0.000898674455178612	0.000898674455178612	0	0.0476297461244664	8.78723882273646	0	0.00718939564142889	0.0179734891035722	0	1.56549090092114	0	0	0	3.31161536733319	12.0314536059313	3.69355201078409	0	0.335205571781622	0	0	0.134801168276792	0.00269602336553583
